編號,標題,出處,維度,模組,大師金句,具體故事,善緣陪伴語,原文URL,來源Excel
85,p151　名人的煩惱,人間萬事,D2人際職場,M1情緒支持,樹大招風，盛名招嫉。有了名以後，一半的人羨慕你，一半的人嫉妒你；羨慕你的人，你不知道他們在哪裡？嫉妒你的人，或批評，或諷刺，或毀謗，讓你感覺四面八方的人都在想辦法給你難堪，你反而活得不自在。,星雲大師在〈名人的煩惱〉中描述了一幅很真實的畫面：一位電影明星走上街頭，瞬間被人群包圍，有人搶著要簽名，有人想握手合照，寸步難行。看似風光，其實連跟家人散步的自由都沒有。記者跟蹤拍照，和姊妹同行卻被說成新歡，自己根本無從解釋。慈善團體找你募款、公益活動請你出席，每天疲於奔命，事業反而無暇顧及。大師說，名人表面風光，內心的苦惱真是不為人知——那些讓外人羨慕的一切，往往正是讓自己喘不過氣的重量。,站在高處的人，風真的很大。你現在承受的壓力、被誤解的委屈，不是你不夠好，而是你走到了一個很多人看著你的位置。偶爾覺得累、想躲起來，完全正常。你不需要時時刻刻都撐得很好，先好好喘一口氣吧。,https://books.masterhsingyun.org/ArticleDetail/artcle3568,人間萬事.xlsx
86,p224　生病,人間萬事,D1心靈韌性,M1情緒支持,凋謝的花朵結出種子，種子只要遇到因緣，還會再生。,星雲大師在〈生病〉一文中，細細描繪了人世間各種「病」的樣貌：語言帶刀帶劍傷人於無形；老年時眼耳牙骨一一退場，只剩回憶陪伴；心理的暗箭比身體的病更難防，因為旁人看不出來，卻隨時可能射出傷人。他還寫到社會烏煙瘴氣、輿論失真、大自然「鳥難唱歌，花難開放」……這一路寫下來，不是要讓人絕望，而是在文末輕輕托出一句話：凋謝的花，還是會結出種子；種子遇到對的因緣，還是會再生。大師問的是：今天，那個好因好緣在哪裡？言下之意，是邀請每個人去找、去創造。,身體會生病，心裡也會生病，有時候整個環境都讓人覺得病懨懨的。但大師說得好：「凋謝的花朵結出種子，種子只要遇到因緣，還會再生。」你現在的低潮，說不定正是下一段重生的種子。那個讓你再發芽的緣，或許就在某個你還沒遇到的轉角。,https://books.masterhsingyun.org/ArticleDetail/artcle5457,人間萬事.xlsx
87,p214　殘障兒女,人間萬事,D3生命關係,M3意義重建,殘障兒並不可怕，只要改變觀念，還是可以把殘障兒童教育成「殘而不廢」的有用之人。,星雲大師在文章中描述，有些父母在知情或不知情的情況下，生下了殘障的孩子，心中充滿懊悔與懼怕。大師卻提出另一種眼光：殘障的孩子可以是父母愛心的考驗，也可以是生命的老師。他舉例說，許多殘障兒女經過父母用心養育，長大後比五體健全的人更加貼心孝順；而父母在照料的過程中，學會了忍耐、學會了慈悲、學會了在困難中奮鬥前進。孩子的「不完美」，反而成為全家人一起成長的「逆增上緣」——那些看似最難走的路，往往讓人走出了最強韌的心。,有時候，生命給我們出的題目特別難，但那也可能是讓我們變得更好的機會。照顧一個需要加倍付出的孩子，真的很辛苦——但你在這條路上練出來的耐心和愛，是任何地方都給不了你的。你不是一個人在扛，你其實一直在成長。,https://books.masterhsingyun.org/ArticleDetail/artcle4890,人間萬事.xlsx
88,p359　新婦騎驢公婆牽,星雲禪話4,D2人際職場,M2關係修復,獨坐無尊卑，從來無一法與人。,北宋禪僧省念禪師住持首山，某日一位學僧求問：「什麼是佛法？」省念不講大道理，只淡淡說了一句：「新婦騎驢婆婆牽。」——媳婦坐在驢背上，婆婆卻在前頭拉繩，這在古代中國是顛倒倫常、幾乎不可能發生的事。學僧聽不懂，追問再三。省念反問：「你做過媳婦嗎？做過公婆嗎？」學僧都說沒有，省念便說：「難怪你不懂。」最後才點出核心：「獨坐無尊卑，從來無一法與人。」意思是：一旦心中只剩「我高你低」的尊卑之分，關係的裂縫就永遠補不上；唯有放下那把衡量彼此位置的尺，人與人之間的鴻溝才能真正消弭。,你有沒有發現，很多關係的僵局，其實卡在「誰該低頭」這件事上？省念禪師說得直白：心裡一旦有了尊卑，隔閡就來了。試著把那把比較的尺放一放——不是誰輸誰贏，而是兩個人都想好好過。這一步，往往比說一百句道理都有用。,https://books.masterhsingyun.org/ArticleDetail/artcle6989,人間萬事.xlsx
89,p130　生病也有辦法,如是說8,D1心靈韌性,M1情緒支持,「世間不會沒有辦法，有辦法的人不怕生病，生病也有辦法。」,2012年2月，星雲大師在佛陀紀念館對學生開示。那時的大師，手會不自主地抖動，眼睛幾乎看不見，半身難以行動，連上廁所、洗澡這樣的日常小事，旁人都替他擔心不已。然而大師不但從未請過一天假，連醫生要他住院休養，他也婉拒了。他說，手抖，就訓練自己寫字不抖；眼睛看不到，就訓練自己去「看到」；就算真的看不到，也要「想到」。他還說：「我還有一隻手，一隻腳。」身體剩下什麼，他就用什麼繼續往前走，始終保持一顆求進步的心，不被病痛定義自己的極限。,身體出狀況的時候，很容易覺得自己什麼都做不了。但星雲大師手抖、眼盲、半身不遂，還是沒請過一天假——他說「我還有一隻手，一隻腳」。不是假裝沒事，而是看看還剩下什麼，然後繼續用那個往前。你現在手上還有什麼？,https://books.masterhsingyun.org/ArticleDetail/artcle19069,人間萬事.xlsx
90,p192　出離煩惱,星雲說偈3,D1心靈韌性,M1情緒支持,離惱何有業？業壞亦無報；無報則離惱，此三各自滅。,星雲大師解說《緣生論》這段偈頌時，描繪了一個人生命深陷惑、業、苦三重漩渦的景象：一個人心中生起貪念、怨恨或嫉妒，煩惱驅使他說了傷人的話、做了後悔的事；承受苦果之後，他又開始怨天尤人，更多的憤恨與不滿接連而來，再次引發新的惡念與行動。就這樣，他像被困在一個密不透風的框框裡，轉了一圈又一圈，出不去。大師說，當一個人心中真正生起歡喜與慈悲、內心安穩了，煩惱便無從生根，惡業自然不造，苦報也隨之消散——三者互相依存，一旦釜底抽薪，便能各自散滅，不再流轉。,你有沒有發現，有時候心裡愈煩，就愈容易說錯話、做錯事，然後又更後悔、更煩？這個循環真的很累。大師說，走出這個圈子的關鍵，不是硬撐，而是先讓心裡有一點點喘息的空間——哪怕只是一點點的平靜或溫暖，就能慢慢鬆開那個死結。,https://books.masterhsingyun.org/ArticleDetail/artcle13515,人間萬事.xlsx
91,p118　兒女的心聲,人間萬事,D3生命關係,M2關係修復,比金錢更重要的是親情，比物質東西更渴望的是精神成長的呵護。,星雲大師在文章中，替天下兒女說出了心裡話。他描述一個孩子放學回家，家裡空蕩蕩的，爸爸還沒回來，媽媽懶得開伙，三餐叫孩子自己在外隨便吃。家中沒有笑聲，只有電視機的聲音。孩子成了「鑰匙兒童」，一個人開門、一個人關門。大師說，這樣的孩子「如禾苗沒有雨露的滋潤」，要他正常成長，實在太難。他也寫到，有些父母當著孩子面誇別人家小孩乖巧、說自己的孩子沒用，孩子心裡滴血，卻只能沉默。大師的提醒是：孩子要的不是零用錢，是爸爸回家吃飯的那個背影，是媽媽搓湯圓時廚房飄出來的氣味，是父母真心傾聽的那一刻。,你有沒有曾經很想跟爸媽說什麼，卻話到嘴邊又吞回去？其實很多人都有過這種感覺——不是不愛家，是家裡少了一點溫度。孩子要的真的不多，就是希望有人在、有人聽、有人在乎。如果你現在也有這樣的心情，我在這裡，你可以說。,https://books.masterhsingyun.org/ArticleDetail/artcle4860,人間萬事.xlsx
92,p047　丈夫五等,人間萬事,D2人際職場,M2關係修復,一個有愛心，尤其有幽默感的男人，能製造家庭的歡樂，豐富家人的精神生活，才是一個好丈夫。,星雲大師在〈丈夫五等〉裡，描繪了一幅家庭生活的具體圖景：一個男人下班回家，不只是帶薪水回來，還要主動幫忙家務、體恤妻子的辛勞，以身作則讓孩子看著學。他說，丈夫在家裡如同總司令，卻不是靠威權，而是靠廣博的知識、高尚的品格讓家人信服。最重要的，是每天能回家吃晚飯，有應酬也盡量夫妻同行。這樣的男人，不一定高帥、能言善道，但誠實、正直、有愛心——這才是家庭最紮實的地基。,其實好伴侶不是要完美，而是要願意在家裡「在場」——回家吃飯、搭把手、說說笑笑。大師說，幽默感也是愛的一部分，能讓家變得有溫度。你覺得，你們之間還缺少哪一塊呢？,https://books.masterhsingyun.org/ArticleDetail/artcle4836,人間萬事.xlsx
93,p274　煩惱哪裡來？,星雲說偈1,D1心靈韌性,M3意義重建,積財自喪，厚財賤道。,有一次，星雲大師講述佛陀與阿難外出行化的故事：師徒兩人走在路上，看見路邊有一堆閃亮的黃金。佛陀只淡淡地對阿難說：「看到了嗎？毒蛇！」阿難心領神會，點頭答：「阿難看到毒蛇了！」兩人頭也不回地走過去。旁邊一對父子瞧見，心中大喜，趕緊把那堆金子搬回家。沒想到，不久國庫失竊的消息傳開，官兵循線在父子家中搜出贓款。父子被捕的那一刻，才真正明白：讓他們以為撿到寶的，正是要了他們命的那條「毒蛇」。貪欲如蛇，咬人最深，往往不是在伸手的瞬間，而是在以為得到之後。,有時候我們拚命追求的東西，到頭來反而把自己最重要的東西弄丟了——時間、關係、內心的平靜。得到愈多，不代表活得愈好。偶爾停下來問自己：我真正需要的是什麼？這個問題，比任何努力都值得先想清楚。,https://books.masterhsingyun.org/ArticleDetail/artcle13207,人間萬事.xlsx
94,p152　應當畏煩惱,星雲說偈6,D1心靈韌性,M1情緒支持,應當畏煩惱，不應隨煩惱；當為集眾善，以慧遮煩惱。,星雲大師常說，煩惱好像空氣一樣，人人都有。窮人有窮人的煩惱，富人怕失去財富也煩惱，連達官顯要也因害怕失去地位而夜不成眠。有些人本來可以過安穩日子，卻把好事想成壞事，把好話聽成壞話，多疑猜忌，怨怪親友，把周遭的人都得罪光了。大師用一個很生活的比喻來說明：有人煩惱慣了，換個平靜的環境反而不習慣、住不下去——就像豬隻習慣住在骯髒的豬圈，換了乾淨的地方反而不能適應。大師的提醒是：不要跟著煩惱走，要多做好事、累積善念，讓智慧慢慢照亮心裡的黑暗，快樂自然就會跟著來。,你有沒有發現，有時候我們最大的敵人不是外面的困難，而是自己腦袋裡停不下來的念頭？把好話聽成壞話、把好事想成壞事……這種內耗真的很累。試試看，與其一直想，不如去做一件小小的善事，哪怕只是對人笑一下——行動會把你從漩渦裡拉出來。,https://books.masterhsingyun.org/ArticleDetail/artcle14061,人間萬事.xlsx
